Episode Number,Episode Title,Question
296,296: The Y'all Call,Can a box be round or oval?
296,296: The Y'all Call,How do you keep one perfect book from ruining all others for you?
297,297: The Mariko Aoki Brothers,Why do some books tell you what font they use?
297,297: The Mariko Aoki Brothers,What's up with temporary moons?
297,297: The Mariko Aoki Brothers,Why do book stores smell like book stores?
298,298: The Whens and Wheres of Thens and Theres (w/Jess Zafarris!),"Why can you answer what, when, and where with that, then, and there?"
299,299: A Very Dark Place Inside My Bones,How do I figure out when a wedding is being held?
299,299: A Very Dark Place Inside My Bones,How do bees work?
299,299: A Very Dark Place Inside My Bones,Does sunlight hit my bones?
300,300: Robocalling Ryans,What's the easiest way to look like you're working?
300,300: Robocalling Ryans,What is storm oil?
300,300: Robocalling Ryans,When do I have to start answering calls from numbers I don't know?
301,301: Super Humble Spy Brothers,Why do people say good things humble them?
301,301: Super Humble Spy Brothers,How do I work at a sandwich shop?
301,301: Super Humble Spy Brothers,What is a homeroom?
302,"302: Please, Your Reimbursement Here",What's less scared of us than we are of it?
302,"302: Please, Your Reimbursement Here",Why do spammers call me Cameron?
302,"302: Please, Your Reimbursement Here",How do I reply to a friend with a tenuous grasp Can my glasses burn my eyes like a magnifying glass?
303,303: Come Back With A Warrant,How much does a rainbow weigh?
303,303: Come Back With A Warrant,Where is Voyager headed?
303,303: Come Back With A Warrant,"What does ""not unkindly"" mean?"
304,304: Snotty Little Crapburger,How do I bail on a high school I never attended?
304,304: Snotty Little Crapburger,Should I attend my high school's do-over prom?
304,304: Snotty Little Crapburger,How does gravity affect lemon men?
305,305: No Manholes Allowed,How fast to you have to be to follow the sunset?
305,305: No Manholes Allowed,Should a three-headed dog have three names?
305,305: No Manholes Allowed,Why do car speedometers go so high?
306,306: Lemon People Bucket Problem,What is indigo?
306,306: Lemon People Bucket Problem,Would we notice if everything in the universe got bigger?
306,306: Lemon People Bucket Problem,"If I fell through a cloud, would I get wet?"
307,307: Snizza John,What can a license plate tell you?
307,307: Snizza John,Which person is the piggy in the piggy back ride?
307,307: Snizza John,Can non-cherry fruits be maraschinoed?
308,308: No More Dongles,Wouldn't it be easier to genetically engineer a martian than terraform Mars?
308,308: No More Dongles,How do mirrors represent distance?
308,308: No More Dongles,Should I wear my Pizza John mask to jury duty?
309,309: The Modern Pacifier,How do I be less dependent on my phone?
309,309: The Modern Pacifier,What happens if you eat the scoby?
309,309: The Modern Pacifier,Where did museums come from?
310,310: Ruined Rax Pants,Who decided what pen colors were professional?
310,310: Ruined Rax Pants,Do you have any advice for stage fright?
310,310: Ruined Rax Pants,"If you dropped something in a hole drilled all the way through earth, where would it end up?"
311,311: Confurious (w/ Deboki Chakravarti!),Could we clone a neanderthal today?
311,311: Confurious (w/ Deboki Chakravarti!),Would I get sick if I ate the Mona Lisa?
311,311: Confurious (w/ Deboki Chakravarti!),What is the skin of your teeth?
312,312: Chonkadees,What luggage should I buy?
312,312: Chonkadees,How do I arrange to be fossilized after my death?
312,312: Chonkadees,How do we know the universe is expanding?
313,313: I Will Not Engage,Why are American English classes so intent on finding meaning?
313,313: I Will Not Engage,How would sound work through Gabriel's Horn?
313,313: I Will Not Engage,Does nobody really like you when you're 23?
314,314: The Ultimate Week in Ryans (w/Ryan Reynolds!),Can I return to a coffee shop if I forgot sugar and cream?
314,314: The Ultimate Week in Ryans (w/Ryan Reynolds!),Why is Ryan Reynolds on today's podcast?
314,314: The Ultimate Week in Ryans (w/Ryan Reynolds!),How do I explain that the Ryan Reynolds I married is not today's guest?
315,315: Orlampa Raxerati,How would you like to be bronzed?
315,315: Orlampa Raxerati,How did 2021 go?
315,315: Orlampa Raxerati,Where's the Complexly logo exit?
316,316: The Lovecraftian Squirrel Situation,Why do spoons flip reflections on one side?
316,316: The Lovecraftian Squirrel Situation,How do we know the Northern Hemisphere is on top?
316,316: The Lovecraftian Squirrel Situation,What's the closest flammable planet?
317,317: The Sleepy Holler Hanna Banjo Band,Where should I practice the banjo?
317,317: The Sleepy Holler Hanna Banjo Band,Why am I allowed to walk up to Starry Night?
317,317: The Sleepy Holler Hanna Banjo Band,Why doesn't gum stick to teeth?
318,318: Opposing Squirrel Vibes,Why isn't space hot?
318,318: Opposing Squirrel Vibes,How big would a city have to be to hold everybody?
318,318: Opposing Squirrel Vibes,How do I get my parents to ease up?
319,319: The Bug & Shrimp Wordle Hour,What would happen if we carbonated the ocean?
319,319: The Bug & Shrimp Wordle Hour,How do I be less competitive?
319,319: The Bug & Shrimp Wordle Hour,Is the Library of Congress an actual library?
320,320: Fried A,Do we really need leap days?
320,320: Fried A,How do I explain mortality to people who question my flowers?
320,320: Fried A,Do my cells have families and sentience?
321,321: Chicken Yoga (w/ Chelsea Fagan!),Should I work for a company that doesn't align with my values?
321,321: Chicken Yoga (w/ Chelsea Fagan!),Where do millionaires keep their money?
321,321: Chicken Yoga (w/ Chelsea Fagan!),What dinosaur had the most delicious eggs?
322,322: Front Row Salad Bar (w/ Sarah Urist Green!),How do you eat salad without looking weird?
322,322: Front Row Salad Bar (w/ Sarah Urist Green!),"When does ""late"" turn into ""stood up""?"
322,322: Front Row Salad Bar (w/ Sarah Urist Green!),How do I find people who want what I make?
323,323: Hoop Seated,"What does ""net zero carbon emissions"" mean?"
323,323: Hoop Seated,How do I maintain motivation consistency?
323,323: Hoop Seated,Is there a way to eat asparagus without your pee smelling weird?
324,324: mOON NOT COLD?,Are there more wheels or doors?
324,324: mOON NOT COLD?,Are there more teeth or more legs?
324,324: mOON NOT COLD?,Why do firefighters have Dalmatians?
325,325: Just A Chicken Floated By (w/ Roman Mars!),Why don't we have mouth roombas?
325,325: Just A Chicken Floated By (w/ Roman Mars!),Is the universe full of chickens?
325,325: Just A Chicken Floated By (w/ Roman Mars!),What was the first internet purchase?
327,327: One Drop of the Dirtiest Water (w/ Sarah Urist Green!),How are art eras named?
327,327: One Drop of the Dirtiest Water (w/ Sarah Urist Green!),How do I feel about a somewhat small accomplishment?
327,327: One Drop of the Dirtiest Water (w/ Sarah Urist Green!),How do move on from gnomes?
328,328: The Dear John Episode,Do bees know what they're doing?
328,328: The Dear John Episode,Do you worry that you'll run out of thoughts?
328,328: The Dear John Episode,What are the implications of a tiny plastic baby?
329,329: Here's How to Lose Every Time,How often should a woodpecker poop?
329,329: Here's How to Lose Every Time,What do I do about workplace ants?
329,329: Here's How to Lose Every Time,Can a friend be a +1?
330,330: The Dear Hank Rejoinder,Why is the computer mouse cursor tilted?
330,330: The Dear Hank Rejoinder,What does my dog know about mirrors?
330,330: The Dear Hank Rejoinder,Will a badger respect my pee?
331,331: The Edge of a Very Small Wilderness,Should I pick dandelions?
331,331: The Edge of a Very Small Wilderness,"What is a ""vibe"" scientifically speaking?"
331,331: The Edge of a Very Small Wilderness,Why can't we send our garbage into space?
332,332: As It Transpired,What grade would we get as an alien's homework?
332,332: As It Transpired,How do you write an email?
332,332: As It Transpired,Is it okay to buy used books?
333,333: Crabulo.us,Do I address a mis-sent crab flyer?
333,333: Crabulo.us,Do snakes need to stretch?
333,333: Crabulo.us,Is there a purpose to having music around ad breaks?
334,334: The Nose of A Mouse,How do we know what happens in black holes?
334,334: The Nose of A Mouse,What's the best plant for a typewriter-shaped flower pot?
334,334: The Nose of A Mouse,Why do we have capital letters but not numbers?
334,334: The Nose of A Mouse,Where do I get a Crash Course Coin?
334,334: The Nose of A Mouse,?
334,334: The Nose of A Mouse,?
335,335: Just Boil It,How do I tell someone I don't like orange soda?
335,335: Just Boil It,What do I write in the yearbook for someone who failed my class?
335,335: Just Boil It,What do I do with Too Much Peanut Butter?
336,336: Welcome to Wendy's,How do I learn to fart?
336,336: Welcome to Wendy's,Do I dream of invisible sounds?
336,336: Welcome to Wendy's,Can you use a vacuum inside a vacuum?
337,337: Reserved for Mateys,Why is it easier to keep a moving bicycle upright?
337,337: Reserved for Mateys,How does my stomach growl?
337,337: Reserved for Mateys,Why were dinosaurs so big?
338,338: The Stupidest Birds in the Forest,How do I respond to decade old bread texts?
338,338: The Stupidest Birds in the Forest,How do woodpeckers not get concussions?
338,338: The Stupidest Birds in the Forest,Would Earth's destruction be bad for Mars?
339,339: Every Building is a Vehicle (w/ Brennan Lee Mulligan!),How does something absorb light?
339,339: Every Building is a Vehicle (w/ Brennan Lee Mulligan!),Is it okay to disagree with movie reviews?
339,339: Every Building is a Vehicle (w/ Brennan Lee Mulligan!),Is it bad luck to open an umbrella in a car?
340,340: Blame the Bird,HIs the Earth really round?
340,340: Blame the Bird,How do I find out about food recalls?
340,340: Blame the Bird,Why are the planets different at different distances from the sun?
341,341: Juice the Cloud (w/ Randall Munroe!),What if an asteroid hit a volcano that was ready to erupt?
341,341: Juice the Cloud (w/ Randall Munroe!),Would a rocket and a bullet go through Jupiter's center?
341,341: Juice the Cloud (w/ Randall Munroe!),Would you tell anyone if you found oil on Mars?
342,342: Recovered Ancient Knowledge,How do I house sit for 100 ducks?
342,342: Recovered Ancient Knowledge,How do I move a tectonic plate?
342,342: Recovered Ancient Knowledge,How do power lines explode balloons but not birds?
343,343: Raccoonanity,How often does the moon go around the Earth?
343,343: Raccoonanity,Are bugs alright?
343,343: Raccoonanity,"What is the animal version of ""humanity""?"
344,344: A Film of Scuzz,Would being caught just before hitting the ground still hurt?
344,344: A Film of Scuzz,Where does the air inside of bell peppers come from?
344,344: A Film of Scuzz,How do you get better at trivia?
345,345: Did He Have Rats?,Is stomach acid inside our bodies or outside our tubes?
345,345: Did He Have Rats?,How do bats aim poop?
345,345: Did He Have Rats?,How do La Croixs get their flavor?
346,346: Pete's A John,Is time just an increase in entropy?
346,346: Pete's A John,How do you handle pizza emergencies?
346,346: Pete's A John,What beverage do we leave out on Pizzamas Eve?
347,"347: The Ultimate Stalemate, Emotionally (w/ Mark Watson!)",Could you break out of a giant pickle?
347,"347: The Ultimate Stalemate, Emotionally (w/ Mark Watson!)",How do I pretend I know what someone's talking about?
347,"347: The Ultimate Stalemate, Emotionally (w/ Mark Watson!)",How do I handle people who don't like Rocky Horror?
349,349: The Rooster Gauntlet,What would happen to a dead body on the moon?
349,349: The Rooster Gauntlet,Where could I live that is furthest away from venomous creatures?
349,349: The Rooster Gauntlet,How do I be brave in the dark?
350,350: Fully Two Selves,Where does paper go when you cut it?
350,350: Fully Two Selves,Were silent letters always silent?
350,350: Fully Two Selves,Why do you only smell smells when you inhale?
351,351: Sphere the Atmos,Why is it harder to wake up during inclement weather?
351,351: Sphere the Atmos,What's the difference between an -ology and an -onomy?
351,351: Sphere the Atmos,Where should I get my next tattoo?
352,352: Self-Serving Sarcophagi (w/ Sarah Urist Green!),Who decides how a name is pronounced?
352,352: Self-Serving Sarcophagi (w/ Sarah Urist Green!),What would you preserve for the future?
352,352: Self-Serving Sarcophagi (w/ Sarah Urist Green!),Have you purchased your burial plots yet?
353,353: Good for the Gaggle,What would you do with $44 billion?
353,353: Good for the Gaggle,How important are consistent beliefs?
353,353: Good for the Gaggle,Who decides collective nouns?
354,354: Major Major Major Major,Why aren't people over 18 called majors?
354,354: Major Major Major Major,How does irradiation work?
354,354: Major Major Major Major,How long have artichokes been around?
355,355: The Spy Who Traumatized Me,Does it really take one to know one?
355,355: The Spy Who Traumatized Me,What do I say when I hand someone blood?
355,355: The Spy Who Traumatized Me,How do I keep my impact in perspective?
356,356: Screaming in a Large Space,What can I do in an empty library?
356,356: Screaming in a Large Space,Can a horse and a dinosaur have kids?
356,356: Screaming in a Large Space,Is the sun up there silently screaming for all eternity?
357,357: Who Should Come But The News,Which uncle is most likely to underpay you?
357,357: Who Should Come But The News,How do eyes wear a sundress?
357,357: Who Should Come But The News,What are your New Year's Hot Takes?
358,358: My Heart Muscle's Chiseled,What person growth have you seen in your life?
358,358: My Heart Muscle's Chiseled,Why doesn't my heart feel sore after exercise?
359,359: Converted to Goldendoodles,Did people used to think they would die of colds?
359,359: Converted to Goldendoodles,"What does ""have a good one"" mean?"
359,359: Converted to Goldendoodles,When can I compliment a stranger?
360,360: Katherine's Question Challenge,Can fish see water?
360,360: Katherine's Question Challenge,How do you decide what to write about?
360,360: Katherine's Question Challenge,How many questions can two brothers answer in a single podcast episode?
361,361: The Murky Passions,Why can't I sneeze on command?
361,361: The Murky Passions,Does every region have their own secret sodas?
361,361: The Murky Passions,Why don't people say things are going North?
362,362: Time and Cheese Grater,Can I use eggwater for coffee?
362,362: Time and Cheese Grater,How many pancakes are required for a stack?
362,362: Time and Cheese Grater,What's some good cheese-grating small talk?
363,"363: What is Sadness, Even, To a Mouse?",Do mouse burp?
363,"363: What is Sadness, Even, To a Mouse?",Does skiing get better?
363,"363: What is Sadness, Even, To a Mouse?",What's the loudest a sound could be?
364,364: Yourami (w/ Sarah Urist Green!),Why do we put butter in that thing in our fridges?
364,364: Yourami (w/ Sarah Urist Green!),What's the best donut you've ever had?
364,364: Yourami (w/ Sarah Urist Green!),How do I make a Dr Pepper cheesecake?
365,365: Some Guy Died in This House,Are there any liquid planets?
365,365: Some Guy Died in This House,Why do I like crickety leg rubbing?
365,365: Some Guy Died in This House,What do I wear to an orchestral Ratatouille event?
366,366: Just Science Day (w/ Deboki Chakravarti!),What does water smell like?
366,366: Just Science Day (w/ Deboki Chakravarti!),Is my perception of time related to my heart rate?
366,366: Just Science Day (w/ Deboki Chakravarti!),Why can't I smell ants?
367,367: Sharkface Unicycle Boy,Do fish get thirsty?
367,367: Sharkface Unicycle Boy,"What are some alternatives to ""Sun's Out, Guns Out""?"
367,367: Sharkface Unicycle Boy,What's the next big sick?
368,368: Cowboys Through and Through (w/ Roman Mars!),Are roaches a moral failing?
368,368: Cowboys Through and Through (w/ Roman Mars!),How do they do surgery on a fish?
368,368: Cowboys Through and Through (w/ Roman Mars!),Why do only old people like stinky cheese?
369,369: Now It Gets German (w/Sarah Urist Green!),Where does the word delete come from?
369,369: Now It Gets German (w/Sarah Urist Green!),Could a potato take a picture?
369,369: Now It Gets German (w/Sarah Urist Green!),What shoes are best at deflecting cleats?
370,370: Solving a Space Murder (w/ Sam Reich!),Should cars have two horns?
370,370: Solving a Space Murder (w/ Sam Reich!),Why are humans the only animal that uses toilet paper?
370,370: Solving a Space Murder (w/ Sam Reich!),How do cowboys say goodbye?
371,"371: Eyeglasses, A Finger, I Dunno",How do I find meaning in life?
371,"371: Eyeglasses, A Finger, I Dunno","f Neanderthals were around today, would they understand memes?"
371,"371: Eyeglasses, A Finger, I Dunno",Where is it 5 o'clock right now?
372,372: Did I Just Glimpse Nirvana?,What the heck is going on with Dear Hank and John for the next four to six months?
373,373: Infinitely More Versatile (w/ Mike Trapp!),Why do we have Eastern and Pacific time zones?
373,373: Infinitely More Versatile (w/ Mike Trapp!),What would happen if I blended a smoothie for a year?
373,373: Infinitely More Versatile (w/ Mike Trapp!),What's the most versatile food?
374,"374: Shorter, And Worse, But More Authentic","Hey, what's up with the podcast now?"
374,"374: Shorter, And Worse, But More Authentic",And how do I destroy a thatched roof in a wind tunnel?
375,375: The Water Episode,Why is unsalted water called freshwater?
375,375: The Water Episode,How long would it take to drink a swimming pool?
375,375: The Water Episode,How do I gently reject a fish?
376,376: Death of the Dad Joke,Do my pets have better circulation than me?
376,376: Death of the Dad Joke,What's the organizational structure of an anarchy club?
376,376: Death of the Dad Joke,How do I return a key to someone I don't talk to anymore?
